School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),Location 1
NEWTOWN HS - QUEENS,Q,24,"CEILING ACOUSTAL TILES REPLACEMENT / ROOF SLATE TILES / WATER PENETRATION IN BOILER, GAS ROOM, 
OIL TANK ROOM, CELLAR HALLWAY / VENTILATION / ROOFS / FIRE ALARM SYSTEM / EXTERIOR MASONRY",40922300,CIP,Q455,48-01 90 STREET,Queens,11354,QUEENS,40.765166,-73.82789,407,20,4113172,4050020001,1161,QN0707,"(40.765166, -73.82789)"
P.S. 42 - MANHATTAN,M,2,FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,12360911,CIP,M042,71 HESTER STREET,Manhattan,10035,MANHATTAN,40.798884,-73.933319,111,8,1054786,1017970100,194,MN1102,"(40.798884, -73.933319)"
YOUNG WOMENS' LEADERSHIP SCHOOL - QUEENS,Q,28,EXTERIOR MASONRY / ROOFS / HVAC/BMS UPGRADE / FIRE ALARM SYSTEM,12880000,CIP,Q680,150-91 87 ROAD,Queens,11106,QUEENS,40.755366,-73.927169,401,26,4009499,4006340036,55,QN0105,"(40.755366, -73.927169)"
P.S. 172 - BROOKLYN,K,15,EXTERIOR MASONRY / ROOFS / PARAPETS / PAVED AREAS CONCRETE / WINDOWS,15764000,CIP,K172,825 4 AVENUE,Brooklyn,11204,BROOKLYN,40.608604,-73.974847,311,44,3175834,3066310001,424,BK1103,"(40.608604, -73.974847)"
NEW BRIDGES,K,17,COVID VENTILATION,5060000,CIP,K167,1025 EASTERN PARKWAY,Brooklyn,11232,BROOKLYN,40.64629,-74.001903,307,38,3011002,3007320001,9201,BK0703,"(40.64629, -74.001903)"
P.S. 26 - QUEENS,Q,26,Addition,58108744.2,CAP,Q026,195-02 69 AVENUE,Queens,11420,QUEENS,40.674977,-73.808245,410,28,4000000,4116940027,180,QN1001,"(40.674977, -73.808245)"
NYC LAB MIDDLE SCHOOL - MANHATTAN,M,2,RESO A LOCKER ROOM UPGRADE / PATH OF TRAVEL RESO A LOCKER ROOM UPGRADE,2664000,CIP,M070,333 WEST 17 STREET,Manhattan,10025,MANHATTAN,40.795157,-73.973292,107,6,1034190,1012530065,183,MN0702,"(40.795157, -73.973292)"
ELM TREE ELEMENTARY SCHOOL,Q,24,FY22 RESO A PLAYGROUND UPGRADE,242000,CIP,Q298,50-51 98TH STREET,Queens,11434,QUEENS,40.675633,-73.783342,412,28,4265978,4122610001,294,QN1204,"(40.675633, -73.783342)"
P.S. 3 - STATEN ISLAND,R,31,CERTIFICATE OF OCCUPANCY,2498000,CIP,R003,80 SOUTH GOFF AVENUE,Staten Island,10312,STATEN IS,40.552975,-74.194597,503,51,5079499,5060250030,17013,SI0303,"(40.552975, -74.194597)"
P.S. 279 - BROOKLYN,K,18,BACKFLOW PREVENTION DEVICES,750000,CIP,K279,1070 EAST 104 STREET,Brooklyn,11212,BROOKLYN,40.667377,-73.908214,316,41,3081460,3035440135,912,BK1602,"(40.667377, -73.908214)"
P.S. 143 - QUEENS,Q,24,ELECTRICAL WORK FOR A/C INITIATIVE,66467.99,CIP,Q908,98-07 38TH AVENUE,Queens,10312,STATEN IS,40.552975,-74.194597,503,51,5079499,5060250030,17013,SI0303,"(40.552975, -74.194597)"
K372 SPED - BROOKLYN,K,15,FY21 RESO A PLAYGROUND UPGRADE,651000,CIP,K834,512 CARROLL STREET,Brooklyn,11215,BROOKLYN,40.660976,-73.988297,307,39,3331274,3008800001,147,BK0702,"(40.660976, -73.988297)"
P.S. 45 - QUEENS,Q,27,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,12166000,CIP,Q045,126-28 150 STREET,Queens,11379,QUEENS,40.719867,-73.875093,405,30,4069253,4029900045,66301,QN0504,"(40.719867, -73.875093)"
J.H.S. 190 - QUEENS,Q,28,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,7969000,CIP,Q190,68-17 AUSTIN STREET,Queens,11422,QUEENS,40.653006,-73.736395,413,31,4290116,4136550001,66403,QN1307,"(40.653006, -73.736395)"
P.S. 7 - QUEENS,Q,24,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,12904000,CIP,Q007,80-55 CORNISH AVENUE,Queens,11378,QUEENS,40.718935,-73.912208,405,30,4059130,4026310106,53501,QN0501,"(40.718935, -73.912208)"
I.S. 267 - BROOKLYN,K,16,WALK-IN REFRIGERATORS AND FREEZERS,615123,CIP,K324,800 GATES AVENUE,Brooklyn,11224,BROOKLYN,40.574607,-73.996292,313,47,3189517,3070510001,342,BK1302,"(40.574607, -73.996292)"
P.S. 194 - BROOKLYN,K,22,FULL PROGRAM ACCESSIBILITY,10990000,CIP,K194,3117 AVENUE W,Brooklyn,11206,BROOKLYN,40.708723,-73.940002,301,34,3071024,3030460001,485,BK0104,"(40.708723, -73.940002)"
P.S. 399 - BROOKLYN,K,17,RTU REPLACEMENT / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / STANDALONE DDC CONTROLS,8174000,CIP,K399,2707 ALBEMARLE ROAD,Brooklyn,11235,BROOKLYN,40.581681,-73.967308,313,47,3196293,3072540001,354,BK1302,"(40.581681, -73.967308)"
I.S. 61 - BROOKLYN,K,17,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / DOORS / SIDEWALK ELEVATOR / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / ELECTRICAL UPGRADE / HOT WATER HEATERS / FIRE ALARM SYSTEM REPLACEMENT,73929000,CIP,K061,400 EMPIRE BOULEVARD,Brooklyn,11205,BROOKLYN,40.695633,-73.978215,302,35,3332507,3020390002,2901,BK0203,"(40.695633, -73.978215)"
P.S. 224 - BROOKLYN,K,19,ENY IPDVS CAMERA INSTALLATION / IPDVS INSTALLATIONS,593995,CIP,K224,757 WORTMAN AVENUE,Brooklyn,11223,BROOKLYN,40.6013,-73.976953,311,44,3190273,3070840001,410,BK1103,"(40.6013, -73.976953)"
I.S. 228 - BROOKLYN,K,21,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,23300000,CIP,K228,228 AVENUE S,Brooklyn,11232,BROOKLYN,40.654796,-74.005244,307,38,3337060,3006960031,84,BK0702,"(40.654796, -74.005244)"
EDUCATIONAL CAMPUS @ 500 19 STREET - BROOKLYN,K,15,Lease,10100000,CAP,K280,500 19 STREET,Brooklyn,11215,BROOKLYN,40.656944,-73.983115,307,39,3017307,3008890001,1502,BK0701,"(40.656944, -73.983115)"
P.S. 307 - BROOKLYN,K,13,RENOVATION OF CLASSROOM 332,255965,CIP,K307,209 YORK STREET,Brooklyn,11234,BROOKLYN,40.621413,-73.908987,318,46,3236665,3083930001,69602,BK1802,"(40.621413, -73.908987)"
P.S. 94 - BROOKLYN,K,15,VENTILATION / FIRE ALARM SYSTEM REPLACEMENT / BMS UPGRADE,8841000,CIP,K094,5010 6 AVENUE,Brooklyn,11223,BROOKLYN,40.595698,-73.97518,315,44,3192661,3071230066,398,BK1501,"(40.595698, -73.97518)"
PORT RICHMOND HS - R,R,31,COVID VENTILATION / COVID CLIMATE CONTROL,8586000,CIP,R445,85 ST JOSEPHS AVENUE,Staten Island,10312,STATEN IS,40.528092,-74.192032,503,51,5082634,5066130001,198,SI0304,"(40.528092, -74.192032)"
BENJAMIN N. CARDOZO HS - QUEENS,Q,26,RPZ VALVES,873000,CIP,Q415,57-00 223 STREET,Queens,11367,QUEENS,40.738139,-73.824944,408,24,4439900,4065070001,809,QN0801,"(40.738139, -73.824944)"
P.S. 104 - BROOKLYN,K,20,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / COVID VENTILATION / COVID LOW VOLTAGE ELECTRICAL SYSTEMS / FLOOD ELIMINATION,23966000,CIP,K104,9115 5 AVENUE,Brooklyn,11222,BROOKLYN,40.723897,-73.942312,301,33,3067144,3026880042,591,BK0101,"(40.723897, -73.942312)"
PERFORMING ARTS AND TECH. HS - K,K,19,FY14 RESO A GYMNASIUM UPGRADE,1032000,CIP,K435,400 PENNSYLVANIA AVENUE,Brooklyn,11213,BROOKLYN,40.67944,-73.932407,303,36,3047996,3017010001,271,BK0302,"(40.67944, -73.932407)"
P.S. 234 - MANHATTAN,M,2,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,280000,CIP,M234,292 GREENWICH STREET,Manhattan,10029,MANHATTAN,40.793856,-73.934028,111,8,1053152,1017130001,178,MN1102,"(40.793856, -73.934028)"
P.S. 264 - BROOKLYN,K,20,FY23 RESO A AUDITORIUM UPGRADE,298000,CIP,K264,371 89 STREET,Brooklyn,11229,BROOKLYN,40.596145,-73.928793,318,46,3242369,3085900650,666,BK1891,"(40.596145, -73.928793)"
EDWARD R. MURROW HS - K,K,21,IDA GYM FLOOR REPLACEMENT @ K525,893919,CIP,K525,1600 AVENUE L,Brooklyn,11217,BROOKLYN,40.684504,-73.980678,302,33,3001189,3001920001,39,BK0202,"(40.684504, -73.980678)"
P.S. 21 - BROOKLYN,K,16,FULL PROGRAM ACCESSIBILITY,11333000,CIP,K021,180 CHAUNCEY STREET,Brooklyn,11206,BROOKLYN,40.69407,-73.94756,303,36,3048818,3017590013,25901,BK0301,"(40.69407, -73.94756)"
FRANCIS LEWIS HS - QUEENS,Q,26,FY20 RESO A ATHLETIC FIELD UPGRADE,10542368,CIP,Q431,58-20 UTOPIA PARKWAY,Queens,11375,QUEENS,40.729402,-73.845637,406,29,4052143,4021890002,747,QN0602,"(40.729402, -73.845637)"
P.S. 179 - BROOKLYN,K,20,FY24 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,595000,CIP,K179,202 AVENUE C,Brooklyn,11212,BROOKLYN,40.660204,-73.913933,316,41,3082253,3035970011,896,BK1602,"(40.660204, -73.913933)"
P.S. 96 - MANHATTAN,M,4,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / LOW VOLTAGE ELECTRICAL SYSTEM,9680050,CIP,M096,216 EAST 120 STREET,Manhattan,10029,MANHATTAN,40.794869,-73.938711,111,8,1081366,1016840101,180,MN1102,"(40.794869, -73.938711)"
P.S. 53 - STATEN ISLAND,R,31,FLOOD ELIMINATION,2240000,CIP,R053,330 DURANT AVENUE,Staten Island,10314,STATEN IS,40.610073,-74.162129,502,50,5031151,5015800044,29104,SI0204,"(40.610073, -74.162129)"
P.S. 155 - MANHATTAN,M,4,ELECTRIFICATION/HEAT PUMP SYSTEMS / WINDOWS / ROOFS / ELECTRICAL UPGRADE,27318000,CIP,M155,319 EAST 117 STREET,Manhattan,10032,MANHATTAN,40.836506,-73.93709,112,10,1062636,1021110024,24301,MN1201,"(40.836506, -73.93709)"
I.S. 318 - QUEENS,Q,27,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,11379100,CIP,Q225,1-90 BEACH 110 STREET,Queens,11369,QUEENS,40.758408,-73.874472,403,21,4034891,4014230001,353,QN0302,"(40.758408, -73.874472)"
HOSTOS-LINCOLN ACADEMY OF SCIENCE,X,7,PARAPETS / EXTERIOR MASONRY,5264000,CIP,X162,600 ST ANNS AVENUE,Bronx,10475,BRONX,40.875293,-73.83389,210,12,2116160,2051410150,46205,BX1004,"(40.875293, -73.83389)"
I.S. 119 - QUEENS,Q,24,FY23 RESO A COMPUTER LAB UPGRADE,316914,CIP,Q119,74-01 78 AVENUE,Queens,11105,QUEENS,40.780347,-73.916655,401,22,4019633,4008800001,103,QN0101,"(40.780347, -73.916655)"
M.S./H.S. 225 - BRONX,X,10,PATH OF TRAVEL RESO A ROOM CONVERSION / FY22 RESO A ROOM CONVERSION,1691000,CIP,X137,2225 WEBSTER AVENUE,Bronx,10466,BRONX,40.884953,-73.840524,212,12,2066190,2049350001,48402,BX1202,"(40.884953, -73.840524)"
P.S. 28 - MANHATTAN,M,6,WATER INFILTRATION INTO ELECTRCIAL EQUIPMENT / FIRE ALARM SYSTEM REPLACEMENT,979000,CIP,M028,475 WEST 155 STREET,Manhattan,10011,MANHATTAN,40.735687,-73.999,102,3,1010543,1006060049,71,MN0203,"(40.735687, -73.999)"
M.S. 282 - QUEENS,Q,27,LSP- DOMESTIC WATER HEATER,141664.07,CIP,Q465,8-21 BAY 25 STREET,Queens,11364,QUEENS,40.751122,-73.756912,411,23,4619619,4075290001,138501,QN1102,"(40.751122, -73.756912)"
P.S. 47 - BRONX,X,12,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,322000,CIP,X047,1794 EAST 172 STREET,Bronx,10455,BRONX,40.815429,-73.902139,202,17,2005133,2026860020,83,BX0202,"(40.815429, -73.902139)"
P.S. 86 - QUEENS,Q,28,IPDVS INSTALLATIONS,197999.09,CIP,Q086,87-41 PARSONS BOULEVARD,Queens,11373,QUEENS,40.745923,-73.880205,404,25,4037370,4015140001,27101,QN0401,"(40.745923, -73.880205)"
FIORELLO LAGUARDIA HS - MANHATTAN,M,3,FY15 RESO A TECHNICAL THEATER SHOP,2393000,CIP,M485,100 AMSTERDAM AVENUE,Manhattan,10022,MANHATTAN,40.759249,-73.967221,106,4,1088892,1013300013,10803,MN0604,"(40.759249, -73.967221)"
P.S. 211 - BRONX,X,12,STH- SBHC / PATH OF TRAVEL SCHOOL BASED HEALTH CLINIC,3111000,CIP,X193,1919 PROSPECT AVENUE,Bronx,10467,BRONX,40.881564,-73.8748,207,11,2115241,2033560036,43102,BX0703,"(40.881564, -73.8748)"
P.S. 143 - QUEENS,Q,24,FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / AIR CONDITIONING UNIT (RTU) / HEATING SYSTEM UPGRADE / ROOM CONVERSIONS,32990000,CIP,Q143,34-55 112 STREET,Queens,11372,QUEENS,40.754837,-73.874605,403,25,4035441,4014410015,27302,QN0301,"(40.754837, -73.874605)"
P.S. 166 - QUEENS,Q,30,ROOFS / PARAPETS / EXTERIOR MASONRY,10740000,CIP,Q166,33-09 35 AVENUE,Queens,11374,QUEENS,40.720874,-73.860978,406,30,4000000,4031340001,69702,QN0601,"(40.720874, -73.860978)"
P.S. 37 - BRONX,X,10,FY20 RESO A IPDVS CAMERA INSTALLATION,229995,CIP,X037,360 W 230TH STREET,Bronx,10458,BRONX,40.858692,-73.887214,206,15,2011937,2030670001,387,BX0603,"(40.858692, -73.887214)"
P.S. 39 - BROOKLYN,K,15,FY24 RESO A ELECTRICAL UPGRADE,168700,CIP,K039,417 6 AVENUE,Brooklyn,11205,BROOKLYN,40.694633,-73.971165,302,35,3058088,3020450011,187,BK0203,"(40.694633, -73.971165)"
BAYSIDE HIGH SCHOOL - QUEENS,Q,26,FY19 RESO A ROOM CONVERSION,978000,CIP,Q405,32-24 CORPORAL KENNEDY STREET,Queens,11694,QUEENS,40.586066,-73.822624,414,32,4303773,4161670099,94201,QN1402,"(40.586066, -73.822624)"
P.S. 297 - BROOKLYN,K,14,IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION,427900,CIP,K297,700 PARK AVENUE,Brooklyn,11208,BROOKLYN,40.677104,-73.883433,305,37,3088357,3039690001,1170,BK0501,"(40.677104, -73.883433)"
P.S. 30 - STATEN ISLAND,R,31,FY22 RESO A (MA) PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,595000,CIP,R030,200 WARDWELL AVENUE,Staten Island,10301,STATEN IS,40.613721,-74.099626,501,49,5015603,5006100127,47,SI0104,"(40.613721, -74.099626)"
RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HS -,R,31,LSP VENTILATION/DUST COLLECTION SYSTEM,79200,CIP,R600,101 BELMONT PLACE,Staten Island,10456,BRONX,40.833696,-73.902477,203,16,2009617,2029250056,14701,BX0302,"(40.833696, -73.902477)"
I.S. 54 - MANHATTAN,M,3,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,6728000,CIP,M054,103 WEST 107 STREET,Manhattan,10009,MANHATTAN,40.729589,-73.982555,103,2,1005974,1004390017,34,MN0303,"(40.729589, -73.982555)"
ALC-JANE ADDAMS HS,X,8,IPDVS CAMERA INSTALLATION,230000,CIP,X650,900 TINTON AVENUE,Bronx,10461,BRONX,40.842289,-73.838949,211,13,2045725,2041330200,284,BX1161,"(40.842289, -73.838949)"
P.S. 9 - MANHATTAN,M,3,RPZ BACKFLOW PREVENTION DEVICES / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,6717000,CIP,M009,100 WEST 84 STREET,Manhattan,10002,MANHATTAN,40.718895,-73.979308,103,2,1004070,1003350001,2201,MN0302,"(40.718895, -73.979308)"
J.H.S. 72 - QUEENS,Q,28,FY24 RESO A AUDITORIUM UPGRADE / FY24 RESO A ROOM CONVERSION / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,1277000,CIP,Q072,133-25 GUY R BREWER BOULEVARD,Queens,11364,QUEENS,40.745201,-73.767446,411,23,4163953,4077230001,1367,QN1104,"(40.745201, -73.767446)"
GROVER CLEVELAND HS - QUEENS,Q,24,SCIENCE LAB UPGRADES,2309400,CIP,Q485,21-27 HIMROD STREET,Queens,11432,QUEENS,40.709079,-73.801856,408,24,4448767,4097740001,448,QN0805,"(40.709079, -73.801856)"
THE SCHOLARS ACADEMY - QUEENS,Q,27,CONDENSATION RESOLUTION,21648,CIP,Q180,320 BEACH 104 STREET,Queens,11355,QUEENS,40.759844,-73.820548,407,20,4114763,4050510027,863,QN0704,"(40.759844, -73.820548)"
P.S. 197 - QUEENS,Q,27,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE / FY21 RESO A PLAYGROUND UPGRADE / RETAINING WALL,533210,CIP,Q197,825 HICKSVILLE ROAD,Queens,11367,QUEENS,40.736653,-73.813346,408,24,4146992,4067920100,122702,QN0802,"(40.736653, -73.813346)"
P.S. 75 - BRONX,X,8,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,35816450,CIP,X075,984 FAILE STREET,Bronx,10453,BRONX,40.854872,-73.903458,205,14,2013849,2031700001,23704,BX0503,"(40.854872, -73.903458)"
P.S. 134 - MANHATTAN,M,1,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,24754954.94,CIP,M134,293 EAST BROADWAY,Manhattan,10002,MANHATTAN,40.718383,-73.984452,103,1,1004080,1003430001,1402,MN0302,"(40.718383, -73.984452)"
IT TAKES A VILLAGE ACADEMY - K,K,18,RESO A- CULINARY ARTS KITCHEN / PATH OF TRAVEL RESO A KITCHEN UPGRADE / FIRE ALARM SYSTEM REPLACEMENT,6067000,CIP,K415,5800 TILDEN AVENUE,Brooklyn,11229,BROOKLYN,40.609912,-73.948512,315,48,3182721,3067880001,642,BK1502,"(40.609912, -73.948512)"
P.S. 17 - QUEENS,Q,30,ROOFS / EXTERIOR MASONRY / PARAPETS / WINDOWS,11821000,CIP,Q017,28-37 29 STREET,Queens,11355,QUEENS,40.758689,-73.824832,407,20,4114657,4050470001,855,QN0707,"(40.758689, -73.824832)"
P.S. 75 - MANHATTAN,M,3,RPZ BACKFLOW PREVENTION DEVICES,706786,CIP,M075,735 WEST END AVENUE,Manhattan,10029,MANHATTAN,40.793194,-73.942548,111,8,1052436,1016590012,180,MN1102,"(40.793194, -73.942548)"
Q811 SPED - QUEENS,Q,26,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,5580000,CIP,Q811,61-25 MARATHON PARKWAY,Queens,11109,QUEENS,40.744753,-73.957971,402,26,4000019,4000180001,101,QN0201,"(40.744753, -73.957971)"
P.S. 38 - QUEENS,Q,29,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / HVAC / CLASSROOM AIR HANDLING UNITS / WINDOWS,14293000,CIP,Q038,135-21 241 STREET,Queens,11692,QUEENS,40.594538,-73.795304,414,31,4302817,4160390014,964,QN1402,"(40.594538, -73.795304)"
P.S. 119 - BRONX,X,8,FLOOD ELIMINATION / PARAPETS,534975,CIP,X119,1075 PUGSLEY AVENUE,Bronx,10472,BRONX,40.825403,-73.873666,209,18,2087014,2037180001,48,BX0901,"(40.825403, -73.873666)"
P.S. 225 - MANHATTAN,M,2,COVID VENTILATION / COVID BMS UPGRADE,2890000,CIP,M480,317 EAST 67 STREET,Manhattan,10023,MANHATTAN,40.773629,-73.985273,107,6,1030341,1011560030,15101,MN0701,"(40.773629, -73.985273)"
I.S. 93 - QUEENS,Q,24,FY24 RESO A ROOM CONVERSION,359000,CIP,Q093,66-56 FOREST AVENUE,Queens,11421,QUEENS,40.694518,-73.859659,409,32,4181565,4088550020,12,QN0905,"(40.694518, -73.859659)"
I.S. 131 - MANHATTAN,M,2,INTERIOR SPACES- WALL REPAIR,253792,CIP,M131,100 HESTER STREET,Manhattan,10033,MANHATTAN,40.850626,-73.934377,112,10,1063947,1021650026,271,MN1202,"(40.850626, -73.934377)"
I.S. 72 - STATEN ISLAND,R,31,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7976000,CIP,R072,33 FERNDALE AVENUE,Staten Island,10314,STATEN IS,40.604824,-74.130782,502,49,5106948,5007700009,18703,SI0203,"(40.604824, -74.130782)"
I.S. 80 - BRONX,X,10,FY23 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,598985,CIP,X080,149 EAST MOSHOLU PARKWAY NORTH,Bronx,10468,BRONX,40.869835,-73.89874,207,11,2100971,2032470070,409,BX0702,"(40.869835, -73.89874)"
P.S. 173 - QUEENS,Q,26,ROOFS / PARAPETS / EXTERIOR MASONRY,6324000,CIP,Q173,174-10 67TH AVENUE,Queens,11365,QUEENS,40.741852,-73.779796,408,23,4153407,4071280010,134702,QN0803,"(40.741852, -73.779796)"
FLUSHING HS - QUEENS,Q,25,FY18 RESO A AUDITORIUM  UPGRADE,160000,CIP,Q460,35-01 UNION STREET,Queens,11354,QUEENS,40.765585,-73.829149,407,20,4538071,4049530001,88902,QN0707,"(40.765585, -73.829149)"
P.S. 99 - BROOKLYN,K,21,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM,12771000,CIP,K099,1120 EAST 10 STREET,Brooklyn,11209,BROOKLYN,40.63402,-74.029036,310,47,3146491,3058900001,68,BK1001,"(40.63402, -74.029036)"
P.S. 5 - STATEN ISLAND,R,31,Addition,63890000,CAP,R005,348A DEISIUS STREET,Staten Is,10305,STATEN IS,40.575493,-74.08351,502,50,5110732,5038470030,11201,SI0202,"(40.575493, -74.08351)"
P.S./I.S. @ 3761 10 AVENUE - MANHATTAN,M,6,Demo,1730400,CAP,M502,3761 10 AVENUE,Manhattan,10004,MANHATTAN,40.691201,-74.020291,101,1,1086339,1000010010,5,MN0191,"(40.691201, -74.020291)"
K373 SPED - BROOKLYN,K,14,FULL PROGRAM ACCESSIBILITY / FIRE ALARM SYSTEM REPLACEMENT,15049000,CIP,K148,185 ELLERY STREET,Brooklyn,11210,BROOKLYN,40.632562,-73.954724,314,45,3205780,3075510026,772,BK1401,"(40.632562, -73.954724)"
P.S. 184 - BROOKLYN,K,23,ELECTRICAL WORK FOR A/C INITIATIVE,14432,CIP,K184,273 NEWPORT STREET,Brooklyn,11224,BROOKLYN,40.577217,-74.000194,313,47,3188726,3070060001,328,BK1302,"(40.577217, -74.000194)"
AVIATION HS - QUEENS,Q,24,IDA FLOOD ELIMINATION / IDA HEATING PLANT UPGRADE / NON-IDA CLIMATE CONTROL / IDA INTERIOR SPACES,13906000,CIP,Q610,45-30 36 STREET,Queens,11432,QUEENS,40.707527,-73.806412,408,24,4207510,4097070048,236,QN1201,"(40.707527, -73.806412)"
PUBLIC SCHOOL 9 THE SARAH SMITH GARNET SCHOOL - BR,K,13,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,315000,CIP,K009,80 UNDERHILL AVENUE,Brooklyn,11207,BROOKLYN,40.663673,-73.893754,305,42,3085070,3038230001,1126,BK0503,"(40.663673, -73.893754)"
P.S. 72 - BRONX,X,8,EXTERIOR MASONRY / WINDOWS / PARAPETS,8875025,CIP,X072,2951 DEWEY AVENUE,Bronx,10459,BRONX,40.822719,-73.889435,202,17,2006079,2027470001,119,BX0202,"(40.822719, -73.889435)"
P.S. @ 3850 REVIEW PLACE - BRONX,X,10,New,89411000,CAP,X515,3850 REVIEW PLACE,Bronx,11233,BROOKLYN,40.685687,-73.922532,303,41,3039906,3014900001,377,BK0302,"(40.685687, -73.922532)"
BOYS PREPARATORY CHARTER SCHOOL OF THE BRONX,X,8,FY21 RESO A AUDITORIUM UPGRADE,80000,CIP,X107,1695 SEWARD AVENUE,Bronx,10456,BRONX,40.835286,-73.900751,203,15,2009718,2029320001,149,BX0301,"(40.835286, -73.900751)"
I.S. 162 - BROOKLYN,K,32,IPDVS CAMERA INSTALLATION,163300,CIP,K162,1390 WILLOUGHBY AVENUE,Brooklyn,11219,BROOKLYN,40.637486,-73.985955,312,44,3135976,3056000001,232,BK1202,"(40.637486, -73.985955)"
K811 SPED - BROOKLYN,K,22,ELECTRICAL CODE COMPLIANCE,82200,CIP,K286,2525 HARING STREET,Brooklyn,11221,BROOKLYN,40.695362,-73.915142,304,37,3076460,3033430001,433,BK0402,"(40.695362, -73.915142)"
P.S. 138 - QUEENS,Q,29,LSP- HOT WATER HEATER REPLACEMENT,252722.86,CIP,Q138,251-11 WELLER AVENUE,Queens,11105,QUEENS,40.775589,-73.90509,401,22,4016102,4008100001,12301,QN0101,"(40.775589, -73.90509)"
I.S. 104 - MANHATTAN,M,2,FY 21 RESO A (MA) FITNESS ROOM / PATH OF TRAVEL RESO A FITNESS ROOM,1199511,CIP,M104,330 EAST 21 STREET,Manhattan,10035,MANHATTAN,40.796668,-73.930966,111,8,1084005,1018160001,192,MN1102,"(40.796668, -73.930966)"
P.S. 4 - STATEN ISLAND,R,31,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,6877000,CIP,R004,200 NEDRA LANE,Staten Island,10305,STATEN IS,40.613216,-74.069889,501,49,5042776,5028520001,8,SI0103,"(40.613216, -74.069889)"
P.S. 198 - MANHATTAN,M,2,FY18 RESO A AUDITORIUM  UPGRADE,80000,CIP,M198,1700 3RD AVENUE,Manhattan,10007,MANHATTAN,40.716017,-74.011038,101,1,1001533,1001420001,21,MN0102,"(40.716017, -74.011038)"
COBBLE  HILL SCHL OF AMER. STUD-K,K,15,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,4749000,CIP,K804,347 BALTIC STREET,Brooklyn,11236,BROOKLYN,40.643584,-73.903479,318,46,3229624,3081820052,968,BK1803,"(40.643584, -73.903479)"
P.S. 49 - QUEENS,Q,24,FLOOD ELIMINATION / PARAPETS / ROOFS / EXTERIOR MASONRY,6978000,CIP,Q049,63-60 80TH STREET,Queens,11418,QUEENS,40.69919,-73.835299,409,29,4192689,4092260057,130,QN0902,"(40.69919, -73.835299)"
K368 SPED - BROOKLYN,K,14,FY22 RESO A GYMNASIUM UPGRADE,372000,CIP,K033,70 TOMPKINS AVENUE,Brooklyn,11217,BROOKLYN,40.685264,-73.982639,302,33,3001183,3001910001,39,BK0202,"(40.685264, -73.982639)"
I.S. 68 - BROOKLYN,K,18,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7795000,CIP,K068,956 EAST 82 STREET,Brooklyn,11206,BROOKLYN,40.703624,-73.953146,301,33,3061064,3022270001,529,BK0103,"(40.703624, -73.953146)"
